PassengerId,Survived,Pclass,Sex,CabinAssigned,NameLength,FamilySize,IsAlone,FamilySize_Group,AgeGroup,FareBand,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Official,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
24,1.0,1,0,1,28,1,1,0,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
25,0.0,3,1,0,29,5,0,2,1,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
26,1.0,3,1,0,57,7,0,2,4,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
27,0.0,3,0,0,23,1,1,0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
28,0.0,1,0,1,30,6,0,2,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
29,1.0,3,1,0,29,1,1,0,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
30,0.0,3,0,0,19,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
31,0.0,1,0,0,24,1,1,0,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
32,1.0,1,1,1,46,2,0,1,4,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
33,1.0,3,1,0,24,1,1,0,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
34,0.0,2,0,0,21,1,1,0,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
35,0.0,1,0,0,23,2,0,1,3,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36,0.0,1,0,0,30,2,0,1,4,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
37,1.0,3,0,0,16,1,1,0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
38,0.0,3,0,0,24,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
39,0.0,3,1,0,34,3,0,1,3,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
40,1.0,3,1,0,27,2,0,1,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
41,0.0,3,1,0,46,2,0,1,4,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
42,0.0,2,1,0,56,2,0,1,3,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
43,0.0,3,0,0,19,1,1,0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
44,1.0,2,1,0,40,4,0,1,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
45,1.0,3,1,0,29,1,1,0,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
46,0.0,3,0,0,24,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
47,0.0,3,0,0,17,2,0,1,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
48,1.0,3,1,0,25,1,1,0,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
49,0.0,3,0,0,19,3,0,1,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
50,0.0,3,1,0,45,2,0,1,3,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
51,0.0,3,0,0,26,6,0,2,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
52,0.0,3,0,0,28,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
53,1.0,1,1,1,40,2,0,1,4,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
54,1.0,2,1,0,50,2,0,1,3,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
55,0.0,1,0,1,30,2,0,1,5,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
56,1.0,1,0,1,17,1,1,0,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
57,1.0,2,1,0,17,1,1,0,3,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
58,0.0,3,0,0,19,1,1,0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
59,1.0,2,1,0,28,4,0,1,1,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
60,0.0,3,0,0,34,8,0,2,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
61,0.0,3,0,0,21,1,1,0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
62,1.0,1,1,1,19,1,1,0,4,3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
63,0.0,1,0,1,27,2,0,1,4,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
64,0.0,3,0,0,21,6,0,2,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
65,0.0,1,0,0,21,1,1,0,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
66,1.0,3,0,0,24,3,0,1,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
67,1.0,2,1,1,28,1,1,0,3,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
68,0.0,3,0,0,24,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
69,1.0,3,1,0,31,7,0,2,2,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
70,0.0,3,0,0,17,3,0,1,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
71,0.0,2,0,0,26,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
72,0.0,3,1,0,26,8,0,2,2,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
73,0.0,2,0,0,20,1,1,0,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
74,0.0,3,0,0,27,2,0,1,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
75,1.0,3,0,0,13,1,1,0,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
76,0.0,3,0,1,23,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
77,0.0,3,0,0,17,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
78,0.0,3,0,0,24,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
79,1.0,2,0,0,29,3,0,1,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
80,1.0,3,1,0,24,1,1,0,3,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
81,0.0,3,0,0,20,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
82,1.0,3,0,0,27,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
83,1.0,3,1,0,30,1,1,0,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
84,0.0,1,0,0,23,1,1,0,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
85,1.0,2,1,0,19,1,1,0,2,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
86,1.0,3,1,0,55,4,0,1,3,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
87,0.0,3,0,0,22,5,0,2,2,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
88,0.0,3,0,0,29,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
89,1.0,1,1,1,26,6,0,2,3,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
90,0.0,3,0,0,22,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
91,0.0,3,0,0,20,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
92,0.0,3,0,0,26,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
93,0.0,1,0,1,27,2,0,1,4,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
94,0.0,3,0,0,23,4,0,1,3,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
95,0.0,3,0,0,17,1,1,0,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
96,0.0,3,0,0,27,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
97,0.0,1,0,1,25,1,1,0,5,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
98,1.0,1,0,1,31,2,0,1,3,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
99,1.0,2,1,0,36,2,0,1,3,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
100,0.0,2,0,0,17,2,0,1,3,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
101,0.0,3,1,0,23,1,1,0,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
102,0.0,3,0,0,32,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
103,0.0,1,0,1,25,2,0,1,3,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
104,0.0,3,0,0,26,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
105,0.0,3,0,0,30,3,0,1,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
106,0.0,3,0,0,21,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
107,1.0,3,1,0,32,1,1,0,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
108,1.0,3,0,0,22,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
109,0.0,3,0,0,15,1,1,0,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
110,1.0,3,1,0,19,2,0,1,3,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
111,0.0,1,0,1,30,1,1,0,4,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
112,0.0,3,1,0,20,2,0,1,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
113,0.0,3,0,0,22,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
114,0.0,3,1,0,23,2,0,1,3,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
115,0.0,3,1,0,21,1,1,0,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
116,0.0,3,0,0,21,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
117,0.0,3,0,0,20,1,1,0,5,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
118,0.0,2,0,0,31,2,0,1,3,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
119,0.0,1,0,1,24,2,0,1,3,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
120,0.0,3,1,0,33,7,0,2,0,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
121,0.0,2,0,0,27,3,0,1,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
122,0.0,3,0,0,26,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
123,0.0,2,0,0,20,2,0,1,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
124,1.0,2,1,1,19,1,1,0,3,1,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
125,0.0,1,0,1,27,2,0,1,4,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
126,1.0,3,0,0,28,2,0,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
127,0.0,3,0,0,19,1,1,0,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
128,1.0,3,0,0,25,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
129,1.0,3,1,1,17,3,0,1,3,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
130,0.0,3,0,0,18,1,1,0,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
131,0.0,3,0,0,20,1,1,0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
132,0.0,3,0,0,30,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
133,0.0,3,1,0,46,2,0,1,4,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
134,1.0,2,1,0,45,2,0,1,3,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
135,0.0,2,0,0,30,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
136,0.0,2,0,0,18,1,1,0,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
137,1.0,1,1,1,28,3,0,1,3,2,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
138,0.0,1,0,1,27,2,0,1,4,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
139,0.0,3,0,0,19,1,1,0,2,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
140,0.0,1,0,1,18,1,1,0,3,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
141,0.0,3,1,0,29,3,0,1,4,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
142,1.0,3,1,0,24,1,1,0,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
143,1.0,3,1,0,52,2,0,1,3,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
144,0.0,3,0,0,19,1,1,0,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
145,0.0,2,0,0,26,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
146,0.0,2,0,0,28,3,0,1,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
147,1.0,3,0,0,44,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
148,0.0,3,1,0,32,5,0,2,1,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
149,0.0,2,0,1,40,3,0,1,4,2,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
150,0.0,2,0,0,33,1,1,0,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
151,0.0,2,0,0,26,1,1,0,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
152,1.0,1,1,1,33,2,0,1,3,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
153,0.0,3,0,0,16,1,1,0,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
154,0.0,3,0,0,31,3,0,1,4,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
155,0.0,3,0,0,21,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
156,0.0,1,0,0,27,2,0,1,4,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
157,1.0,3,1,0,32,1,1,0,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
158,0.0,3,0,0,15,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
159,0.0,3,0,0,19,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
160,0.0,3,0,0,26,11,0,2,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
161,0.0,3,0,0,24,2,0,1,4,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
162,1.0,2,1,0,50,1,1,0,4,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
163,0.0,3,0,0,26,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
164,0.0,3,0,0,15,1,1,0,2,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
165,0.0,3,0,0,28,6,0,2,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
166,1.0,3,0,0,47,3,0,1,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
167,1.0,1,1,1,38,2,0,1,4,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
168,0.0,3,1,0,47,6,0,2,4,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
169,0.0,1,0,0,19,1,1,0,3,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
170,0.0,3,0,0,13,1,1,0,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
171,0.0,1,0,1,25,1,1,0,5,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
172,0.0,3,0,0,20,6,0,2,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
173,1.0,3,1,0,28,3,0,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
174,0.0,3,0,0,25,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
175,0.0,1,0,1,23,1,1,0,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
176,0.0,3,0,0,22,3,0,1,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
177,0.0,3,0,0,29,5,0,2,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
178,0.0,1,1,1,26,1,1,0,4,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
179,0.0,2,0,0,18,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
180,0.0,3,0,0,19,1,1,0,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
181,0.0,3,1,0,28,11,0,2,3,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
182,0.0,2,0,0,16,1,1,0,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
183,0.0,3,0,0,37,7,0,2,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
184,1.0,2,0,1,25,4,0,1,0,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
185,1.0,3,1,0,35,3,0,1,1,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
186,0.0,1,0,1,21,1,1,0,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
187,1.0,3,1,0,47,2,0,1,4,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
188,1.0,1,0,0,45,1,1,0,4,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
189,0.0,3,0,0,16,3,0,1,4,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
190,0.0,3,0,0,19,1,1,0,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
191,1.0,2,1,0,19,1,1,0,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
192,0.0,2,0,0,21,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
193,1.0,3,1,0,47,2,0,1,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
194,1.0,2,0,1,26,3,0,1,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
195,1.0,1,1,1,41,1,1,0,4,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
196,1.0,1,1,1,20,1,1,0,4,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
197,0.0,3,0,0,19,1,1,0,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
198,0.0,3,0,0,32,2,0,1,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
199,1.0,3,1,0,32,1,1,0,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
200,0.0,2,1,0,38,1,1,0,3,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
201,0.0,3,0,0,30,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
202,0.0,3,0,0,19,11,0,2,3,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
203,0.0,3,0,0,26,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
204,0.0,3,0,0,20,1,1,0,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
205,1.0,3,0,0,24,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
206,0.0,3,1,1,26,2,0,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
207,0.0,3,0,0,26,2,0,1,3,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
208,1.0,3,0,0,27,1,1,0,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
209,1.0,3,1,0,25,1,1,0,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
210,1.0,1,0,1,16,1,1,0,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
211,0.0,3,0,0,14,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
212,1.0,2,1,0,26,1,1,0,4,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
213,0.0,3,0,0,22,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
214,0.0,2,0,0,27,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
215,0.0,3,0,0,19,2,0,1,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
216,1.0,1,1,1,23,2,0,1,3,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
217,1.0,3,1,0,22,1,1,0,3,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
218,0.0,2,0,0,28,2,0,1,4,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
219,1.0,1,1,1,21,1,1,0,3,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
220,0.0,2,0,0,18,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
221,1.0,3,0,0,30,1,1,0,2,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
222,0.0,2,0,0,20,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
223,0.0,3,0,0,23,1,1,0,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
224,0.0,3,0,0,20,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
225,1.0,1,0,1,28,2,0,1,4,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
226,0.0,3,0,0,28,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
227,1.0,2,0,0,25,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
228,0.0,3,0,0,31,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
229,0.0,2,0,0,25,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
230,0.0,3,1,0,23,5,0,2,3,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
231,1.0,1,1,1,44,2,0,1,4,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
232,0.0,3,0,0,24,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
233,0.0,2,0,0,25,1,1,0,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
234,1.0,3,1,0,30,7,0,2,1,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
235,0.0,2,0,0,33,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
236,0.0,3,1,0,28,1,1,0,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
237,0.0,2,0,0,17,2,0,1,4,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
238,1.0,2,1,0,32,3,0,1,1,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
239,0.0,2,0,0,31,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
240,0.0,2,0,0,22,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
241,0.0,3,1,0,21,2,0,1,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
242,1.0,3,1,0,30,2,0,1,3,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
243,0.0,2,0,0,31,1,1,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
244,0.0,3,0,0,29,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
245,0.0,3,0,0,20,1,1,0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
246,0.0,1,0,1,27,3,0,1,4,3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
247,0.0,3,1,0,37,1,1,0,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
248,1.0,2,1,0,31,3,0,1,3,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
249,1.0,1,0,1,29,3,0,1,4,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
250,0.0,2,0,0,29,2,0,1,4,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
251,0.0,3,0,0,22,1,1,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
252,0.0,3,1,1,42,3,0,1,3,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
253,0.0,1,0,1,25,1,1,0,5,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
